Startup_Name,Industry,Target_Market,Product_Focus,Outcome,Launch_Year,Core_Problem,Solution,Feasibility_Score,Innovation_Score,Risk_Score
Clear,Fintech,B2B,Tax Software,Success,2011,Lack of access to tax software for the average Indian consumer.,A consumer-first mobile app democratizing tax software.,0.92,0.75,0.39
Signzy,Fintech,B2B,Digital KYC,Active/Growing,2015,High friction and trust issues in traditional digital kyc.,AI-driven underwriting to provide instant digital kyc.,0.67,0.68,0.41
M2P Fintech,Fintech,B2B,Banking as a Service,Success,2014,Lack of access to banking as a service for the average Indian consumer.,AI-driven underwriting to provide instant banking as a service.,0.76,0.89,0.39
Setu,Fintech,B2B,API Infrastructure,Acquired,2018,Lack of access to api infrastructure for the average Indian consumer.,A one-click api infrastructure API infrastructure.,0.64,0.49,0.59
Hyperface,Fintech,B2B,Credit Cards as a Service,Active/Growing,2021,SMEs struggle with localized credit cards as a service processing without extreme delays.,AI-driven underwriting to provide instant credit cards as a service.,0.83,0.79,0.38
Zolve,Fintech,B2C,Global Neobanking,Active/Growing,2020,SMEs struggle with localized global neobanking processing without extreme delays.,A consumer-first mobile app democratizing global neobanking.,0.76,0.67,0.53
Niyo,Fintech,B2C,Digital Banking,Active/Growing,2015,High friction and trust issues in traditional digital banking.,AI-driven underwriting to provide instant digital banking.,0.67,0.6,0.55
Fampay,Fintech,B2C,Payments for Teens,Active/Growing,2019,SMEs struggle with localized payments for teens processing without extreme delays.,A one-click payments for teens API infrastructure.,0.61,0.5,0.48
Walnut,Fintech,B2C,Expense Tracking,Acquired,2014,High friction and trust issues in traditional expense tracking.,A consumer-first mobile app democratizing expense tracking.,0.53,0.57,0.58
AppBrowzer,Tech,B2C,Super App,Failed,2015,Enterprise teams spend 30% of their time manually managing super app.,No-code drag-and-drop tool for super app.,0.46,0.38,0.76
Tapzo,Tech,B2C,All in one app,Acquired,2010,Disjointed data silos in all in one app reduce operational efficiency.,An AI-powered dashboard that unifies all in one app data.,0.74,0.65,0.51
Hike,Media,B2C,Messaging App,Failed,2012,Enterprise teams spend 30% of their time manually managing messaging app.,An AI-powered dashboard that unifies messaging app data.,0.3,0.24,0.87
TinyOwl,Foodtech,B2C,Food Delivery,Failed,2014,High real-estate costs make independent food delivery unprofitable.,A massive cloud-kitchen network pumping out high-quality food delivery.,0.39,0.3,0.93
Foodpanda India,Foodtech,B2C,Food Delivery,Acquired,2012,High real-estate costs make independent food delivery unprofitable.,Aggregated fleet offering 15-minute delivery for food delivery.,0.79,0.43,0.41
Doodhwala,Foodtech,B2C,Milk Delivery,Failed,2015,Hyperlocal delivery for milk delivery takes too long and uses poor packaging.,A massive cloud-kitchen network pumping out high-quality milk delivery.,0.23,0.42,0.88
Milkbasket,Foodtech,B2C,Micro-delivery,Acquired,2015,High real-estate costs make independent micro-delivery unprofitable.,Algorithm-based meal preparation focused on {product_focus.lower()}.,0.55,0.5,0.63
Supr Daily,Foodtech,B2C,Morning Delivery,Acquired,2015,"Consumers lack healthy, fast {product_focus.lower()} options during work hours.",Algorithm-based meal preparation focused on {product_focus.lower()}.,0.7,0.66,0.59
Country Delight,D2C,B2C,Fresh Dairy,Success,2015,Current fresh dairy systems are archaic and require 6-month integrations.,An AI-powered dashboard that unifies fresh dairy data.,0.84,0.84,0.29
Epigamia,D2C,B2C,Greek Yogurt,Active/Growing,2015,Disjointed data silos in greek yogurt reduce operational efficiency.,"A highly intuitive, cloud-native greek yogurt platform.",0.71,0.64,0.41
Bira 91,D2C,B2C,Craft Beer,Success,2015,Current craft beer systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native craft beer platform.",0.73,0.64,0.22
Paper Boat,D2C,B2C,Traditional Beverages,Success,2013,Enterprise teams spend 30% of their time manually managing traditional beverages.,"A highly intuitive, cloud-native traditional beverages platform.",0.92,0.74,0.25
Mensa Brands,E-commerce,B2B,Thrasio Model,Success,2021,Tier 2/3 cities lack access to authentic thrasio model online.,An integrated marketplace that ships thrasio model directly from manufacturers.,0.76,0.88,0.29
GlobalBees,E-commerce,B2B,D2C Rollup,Success,2021,Fragmented supply chains cause 40% margin loss in d2c rollup.,Social commerce platform using WhatsApp for d2c rollup.,0.77,0.77,0.3
GOAT Brand Labs,E-commerce,B2B,Brand Aggregation,Active/Growing,2021,Tier 2/3 cities lack access to authentic brand aggregation online.,D2C brand leveraging Instagram to sell authentic brand aggregation.,0.75,0.64,0.36
Curefoods,Foodtech,B2B,Cloud Kitchen Rollup,Success,2020,Hyperlocal delivery for cloud kitchen rollup takes too long and uses poor packaging.,A massive cloud-kitchen network pumping out high-quality cloud kitchen rollup.,0.89,0.74,0.25
Otipy,Agritech,B2C,Fresh Produce Biz,Active/Growing,2020,Enterprise teams spend 30% of their time manually managing fresh produce biz.,An AI-powered dashboard that unifies fresh produce biz data.,0.83,0.74,0.59
Krishi Network,Agritech,B2B,Farmer Community,Active/Growing,2018,Disjointed data silos in farmer community reduce operational efficiency.,"A highly intuitive, cloud-native farmer community platform.",0.73,0.71,0.4
ReshaMandi,Agritech,B2B,Silk Supply Chain,Struggling,2020,Disjointed data silos in silk supply chain reduce operational efficiency.,No-code drag-and-drop tool for silk supply chain.,0.32,0.16,0.83
Bijak,Agritech,B2B,Agri Trading,Active/Growing,2019,Current agri trading systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native agri trading platform.",0.61,0.67,0.58
Captain Fresh,Agritech,B2B,Seafood Supply Chain,Success,2019,Enterprise teams spend 30% of their time manually managing seafood supply chain.,"A highly intuitive, cloud-native seafood supply chain platform.",0.72,0.67,0.38
Aqua Connect,Agritech,B2B,Aquaculture,Active/Growing,2017,Current aquaculture systems are archaic and require 6-month integrations.,No-code drag-and-drop tool for aquaculture.,0.61,0.5,0.43
Zeni,SaaS,B2B,Automated Bookkeeping,Active/Growing,2019,Enterprise teams spend 30% of their time manually managing automated bookkeeping.,An AI-powered dashboard that unifies automated bookkeeping data.,0.62,0.76,0.47
Laminar,SaaS,B2B,Video PaaS,Acquired,2020,Disjointed data silos in video paas reduce operational efficiency.,No-code drag-and-drop tool for video paas.,0.79,0.53,0.7
Appsmith,SaaS,B2B,Internal Tools,Success,2019,Enterprise teams spend 30% of their time manually managing internal tools.,An AI-powered dashboard that unifies internal tools data.,0.87,0.66,0.34
ToolJet,SaaS,B2B,Low Code Platform,Active/Growing,2021,Current low code platform systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native low code platform platform.",0.84,0.77,0.34
Supabase,SaaS,B2B,Backend as a Service,Success,2020,Disjointed data silos in backend as a service reduce operational efficiency.,"A highly intuitive, cloud-native backend as a service platform.",0.84,0.78,0.27
Atlan,SaaS,B2B,Data Workspace,Success,2018,Disjointed data silos in data workspace reduce operational efficiency.,An AI-powered dashboard that unifies data workspace data.,0.86,0.84,0.44
Hevo Data,SaaS,B2B,Data Pipeline,Success,2017,Current data pipeline systems are archaic and require 6-month integrations.,An AI-powered dashboard that unifies data pipeline data.,0.87,0.64,0.43
Kite,Fintech,B2C,Trading Platform,Success,2015,High friction and trust issues in traditional trading platform.,A one-click trading platform API infrastructure.,0.75,0.61,0.22
Scripbox,Fintech,B2C,Mutual Funds,Active/Growing,2012,SMEs struggle with localized mutual funds processing without extreme delays.,A one-click mutual funds API infrastructure.,0.79,0.55,0.46
Kuvera,Fintech,B2C,Wealth Management,Active/Growing,2016,Lack of access to wealth management for the average Indian consumer.,AI-driven underwriting to provide instant wealth management.,0.61,0.56,0.43
CRED,Fintech,B2C,Credit Card Bills,Success,2018,SMEs struggle with localized credit card bills processing without extreme delays.,AI-driven underwriting to provide instant credit card bills.,0.77,0.68,0.45
CheQ,Fintech,B2C,Credit Bill Management,Active/Growing,2022,Lack of access to credit bill management for the average Indian consumer.,A consumer-first mobile app democratizing credit bill management.,0.68,0.65,0.6
PostPe,Fintech,B2C,BNPL,Active/Growing,2021,High friction and trust issues in traditional bnpl.,A one-click bnpl API infrastructure.,0.85,0.77,0.44
KukuFM,Media,B2C,Audiobooks,Success,2018,Current audiobooks systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native audiobooks platform.",0.72,0.8,0.32
FrontRow,Edtech,B2C,Extracurriculars,Dead,2020,High-quality extracurriculars is too expensive for the 99% in Tier 3 cities.,"Live, interactive extracurriculars taught by top 1% educators.",0.4,0.19,0.89
Lido Learning,Edtech,B2C,Small Group Tuiton,Failed,2019,High-quality small group tuiton is too expensive for the 99% in Tier 3 cities.,Cohort-based courses focusing purely on small group tuiton.,0.35,0.59,0.92
Udayy,Edtech,B2C,Kids Education,Failed,2019,High-quality kids education is too expensive for the 99% in Tier 3 cities.,"Live, interactive kids education taught by top 1% educators.",0.29,0.58,0.74
Mastree,Edtech,B2C,Communications Tuiton,Failed,2019,Lack of personalized feedback in mass communications tuiton coaching.,Gamified mobile app teaching communications tuiton through micro-lessons.,0.42,0.48,0.85
Scaler,Edtech,B2C,Tech Skilling,Success,2019,Outdated curriculums fail to teach tech skilling effectively.,Cohort-based courses focusing purely on tech skilling.,0.77,0.72,0.42
Newton School,Edtech,B2C,Tech Education,Active/Growing,2019,Lack of personalized feedback in mass tech education coaching.,Gamified mobile app teaching tech education through micro-lessons.,0.67,0.58,0.46
Masai School,Edtech,B2C,ISA based Tech Ed,Active/Growing,2019,Outdated curriculums fail to teach isa based tech ed effectively.,Cohort-based courses focusing purely on isa based tech ed.,0.65,0.72,0.46
Melooha,AI,B2C,Hyper-personalized Astrology,Active/Growing,2022,Enterprise teams spend 30% of their time manually managing hyper-personalized astrology.,An AI-powered dashboard that unifies hyper-personalized astrology data.,0.82,0.67,0.45
Suno,AI,B2C,Music Gen (Indian Founders),Success,2023,Disjointed data silos in music gen (indian founders) reduce operational efficiency.,"A highly intuitive, cloud-native music gen (indian founders) platform.",0.79,0.78,0.29
Bhashini,AI,B2C,Language Translation AI,Active/Growing,2022,Current language translation ai systems are archaic and require 6-month integrations.,An AI-powered dashboard that unifies language translation ai data.,0.79,0.69,0.41
Krutrim,AI,B2B,Indic AI Models,Success,2023,Current indic ai models systems are archaic and require 6-month integrations.,No-code drag-and-drop tool for indic ai models.,0.93,0.78,0.36
Sarvam AI,AI,B2B,LLM Development,Success,2023,Current llm development systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native llm development platform.",0.78,0.89,0.34
Detect Technologies,Deeptech,B2B,Industrial AI,Active/Growing,2016,Current industrial ai systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native industrial ai platform.",0.63,0.96,0.73
Agnikul Cosmos,SpaceTech,B2B,Launch Vehicles,Success,2017,Disjointed data silos in launch vehicles reduce operational efficiency.,"A highly intuitive, cloud-native launch vehicles platform.",0.6,0.9099999999999999,0.48
Skyroot Aerospace,SpaceTech,B2B,Space Launch,Success,2018,Current space launch systems are archaic and require 6-month integrations.,An AI-powered dashboard that unifies space launch data.,0.65,0.99,0.5
Pixxel,SpaceTech,B2B,Earth Observation Satellites,Success,2019,Disjointed data silos in earth observation satellites reduce operational efficiency.,"A highly intuitive, cloud-native earth observation satellites platform.",0.78,0.8400000000000001,0.49
Bellatrix Aerospace,SpaceTech,B2B,Satellite Propulsion,Active/Growing,2015,Disjointed data silos in satellite propulsion reduce operational efficiency.,No-code drag-and-drop tool for satellite propulsion.,0.5599999999999999,0.73,0.55
Ezeepay,Fintech,B2C,Rural Payments,Active/Growing,2018,SMEs struggle with localized rural payments processing without extreme delays.,A consumer-first mobile app democratizing rural payments.,0.81,0.64,0.43
Ftcash,Fintech,B2B,Merchant Lending,Active/Growing,2015,Lack of access to merchant lending for the average Indian consumer.,A one-click merchant lending API infrastructure.,0.64,0.54,0.51
Kiraana,E-commerce,B2B,Store Digitization,Failed,2016,Traditional retailers cannot compete with massive aggregators in store digitization.,D2C brand leveraging Instagram to sell authentic store digitization.,0.32,0.23,0.72
ZipGo,Mobility,B2C,Bus Aggregation,Failed,2015,Current bus aggregation systems are archaic and require 6-month integrations.,No-code drag-and-drop tool for bus aggregation.,0.23,0.24,0.8
Holidify,Travel,B2C,Travel Discovery,Active/Growing,2014,Disjointed data silos in travel discovery reduce operational efficiency.,No-code drag-and-drop tool for travel discovery.,0.81,0.68,0.49
Tripoto,Travel,B2C,Travel Community,Active/Growing,2013,Current travel community systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native travel community platform.",0.75,0.61,0.42
Thrillophilia,Travel,B2C,Experience Booking,Success,2011,Disjointed data silos in experience booking reduce operational efficiency.,An AI-powered dashboard that unifies experience booking data.,0.8,0.84,0.37
VakilHousing,Proptech,B2C,Real Estate,Failed,2012,Disjointed data silos in real estate reduce operational efficiency.,"A highly intuitive, cloud-native real estate platform.",0.48,0.52,0.89
Wiggles,PetTech,B2C,Pet Care,Active/Growing,2018,Enterprise teams spend 30% of their time manually managing pet care.,No-code drag-and-drop tool for pet care.,0.64,0.8,0.33
SuperTails,PetTech,B2C,Pet E-commerce,Active/Growing,2021,Current pet e-commerce systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native pet e-commerce platform.",0.66,0.77,0.33
Govo,D2C,B2C,Audio Hardware,Active/Growing,2022,Disjointed data silos in audio hardware reduce operational efficiency.,No-code drag-and-drop tool for audio hardware.,0.84,0.67,0.4
Noise,D2C,B2C,Smart Wearables,Success,2014,Current smart wearables systems are archaic and require 6-month integrations.,No-code drag-and-drop tool for smart wearables.,0.92,0.71,0.41
Boat,D2C,B2C,Consumer Electronics,Success,2016,Disjointed data silos in consumer electronics reduce operational efficiency.,"A highly intuitive, cloud-native consumer electronics platform.",0.91,0.9,0.27
Mivi,D2C,B2C,Audio Devices,Active/Growing,2015,Enterprise teams spend 30% of their time manually managing audio devices.,"A highly intuitive, cloud-native audio devices platform.",0.64,0.54,0.36
Pebble,D2C,B2C,Smartwatches,Active/Growing,2013,Current smartwatches systems are archaic and require 6-month integrations.,No-code drag-and-drop tool for smartwatches.,0.71,0.63,0.47
Fire-Boltt,D2C,B2C,Wearables,Success,2015,Current wearables systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native wearables platform.",0.81,0.68,0.32
Pulsar,Tech,B2B,Open Source Data,Active/Growing,2019,Disjointed data silos in open source data reduce operational efficiency.,An AI-powered dashboard that unifies open source data data.,0.79,0.75,0.46
Log9 Materials,Deeptech,B2B,Nanocapacitor Batteries,Success,2015,Disjointed data silos in nanocapacitor batteries reduce operational efficiency.,No-code drag-and-drop tool for nanocapacitor batteries.,0.6,1.0,0.59
Matter,Mobility/EV,B2C,Geared EVs,Active/Growing,2019,Disjointed data silos in geared evs reduce operational efficiency.,"A highly intuitive, cloud-native geared evs platform.",0.6699999999999999,0.96,0.67
Ultraviolette,Mobility/EV,B2C,High Performance EVs,Active/Growing,2015,Current high performance evs systems are archaic and require 6-month integrations.,An AI-powered dashboard that unifies high performance evs data.,0.52,0.8999999999999999,0.52
Euler Motors,Mobility/EV,B2B,Commercial EVs,Success,2018,Current commercial evs systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native commercial evs platform.",0.66,0.98,0.49
Oye Rickshaw,Mobility/EV,B2B,EV Aggregator,Struggling,2017,Current ev aggregator systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native ev aggregator platform.",0.31000000000000005,0.69,0.93
Moove,Mobility,B2B,Vehicle Financing,Active/Growing,2020,Disjointed data silos in vehicle financing reduce operational efficiency.,An AI-powered dashboard that unifies vehicle financing data.,0.77,0.65,0.46
Giva,D2C,B2C,Silver Jewelry,Success,2019,Disjointed data silos in silver jewelry reduce operational efficiency.,An AI-powered dashboard that unifies silver jewelry data.,0.7,0.66,0.37
Snitch,D2C,B2C,Men's Fashion,Success,2020,Enterprise teams spend 30% of their time manually managing men's fashion.,An AI-powered dashboard that unifies men's fashion data.,0.71,0.89,0.43
Beyond Water,D2C,B2C,Beverage Enhancers,Active/Growing,2020,Current beverage enhancers systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native beverage enhancers platform.",0.6,0.65,0.35
Skippi,D2C,B2C,Ice Popsicles,Active/Growing,2020,Current ice popsicles systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native ice popsicles platform.",0.83,0.5,0.55
TagZ,D2C,B2C,Popped Chips,Active/Growing,2019,Enterprise teams spend 30% of their time manually managing popped chips.,"A highly intuitive, cloud-native popped chips platform.",0.69,0.78,0.47
Stripe,Fintech,B2B,Payment Processing,Success,2010,Lack of access to payment processing for the average Indian consumer.,AI-driven underwriting to provide instant payment processing.,0.87,0.8,0.4
Revolut,Fintech,B2C,Neobanking,Success,2015,SMEs struggle with localized neobanking processing without extreme delays.,A one-click neobanking API infrastructure.,0.94,0.66,0.27
Robinhood,Fintech,B2C,Stock Trading,Success,2013,High friction and trust issues in traditional stock trading.,A one-click stock trading API infrastructure.,0.9,0.89,0.36
Coinbase,Fintech,B2C,Crypto Exchange,Success,2012,Lack of access to crypto exchange for the average Indian consumer.,A consumer-first mobile app democratizing crypto exchange.,0.86,0.61,0.26
FTX,Fintech,B2C,Crypto Exchange,Dead,2019,High friction and trust issues in traditional crypto exchange.,A consumer-first mobile app democratizing crypto exchange.,0.45,0.14,0.9
OpenAI,AI,B2B2C,Generative AI,Success,2015,Current generative ai systems are archaic and require 6-month integrations.,An AI-powered dashboard that unifies generative ai data.,0.8,0.83,0.28
Anthropic,AI,B2B,AI Safety & Models,Success,2021,Current ai safety & models systems are archaic and require 6-month integrations.,No-code drag-and-drop tool for ai safety & models.,0.94,0.89,0.42
Midjourney,AI,B2C,AI Image Generation,Success,2022,Disjointed data silos in ai image generation reduce operational efficiency.,No-code drag-and-drop tool for ai image generation.,0.75,0.8,0.35
Lyft,Mobility,B2C,Ride Hailing,Struggling,2012,Current ride hailing systems are archaic and require 6-month integrations.,No-code drag-and-drop tool for ride hailing.,0.46,0.14,0.88
Bird,Mobility,B2C,Electric Scooters,Failed,2017,Current electric scooters systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native electric scooters platform.",0.47,0.48,0.9
WeWork,Proptech,B2B,Co-working Spaces,Failed,2010,Enterprise teams spend 30% of their time manually managing co-working spaces.,No-code drag-and-drop tool for co-working spaces.,0.34,0.21,0.94
DoorDash,Foodtech,B2C,Food Delivery,Success,2013,High real-estate costs make independent food delivery unprofitable.,Algorithm-based meal preparation focused on {product_focus.lower()}.,0.82,0.63,0.31
Instacart,Logistics,B2C,Grocery Delivery,Success,2012,High RTO (Return to Origin) rates and slow delivery in grocery delivery.,IoT sensors heavily tracking temperature and location for grocery delivery.,0.87,0.88,0.4
ByteDance,Media,B2C,Short Video Social,Success,2012,Enterprise teams spend 30% of their time manually managing short video social.,"A highly intuitive, cloud-native short video social platform.",0.78,0.86,0.37
Canva,SaaS,B2C,Graphic Design,Success,2013,Current graphic design systems are archaic and require 6-month integrations.,An AI-powered dashboard that unifies graphic design data.,0.76,0.84,0.35
Figma,SaaS,B2B,Collaborative Design,Success,2012,Enterprise teams spend 30% of their time manually managing collaborative design.,"A highly intuitive, cloud-native collaborative design platform.",0.74,0.82,0.38
Notion,SaaS,B2B,Workspace Organizer,Success,2016,Enterprise teams spend 30% of their time manually managing workspace organizer.,No-code drag-and-drop tool for workspace organizer.,0.88,0.6,0.44
Databricks,SaaS,B2B,Data Engineering,Success,2013,Enterprise teams spend 30% of their time manually managing data engineering.,An AI-powered dashboard that unifies data engineering data.,0.78,0.67,0.42
Snowflake,SaaS,B2B,Cloud Data Warehouse,Success,2012,Current cloud data warehouse systems are archaic and require 6-month integrations.,No-code drag-and-drop tool for cloud data warehouse.,0.87,0.84,0.44
Quibi,Media,B2C,Short-form Streaming,Dead,2018,Current short-form streaming systems are archaic and require 6-month integrations.,No-code drag-and-drop tool for short-form streaming.,0.45,0.24,0.76
Juicero,Hardware,B2C,Smart Juicer,Dead,2013,Current smart juicer systems are archaic and require 6-month integrations.,No-code drag-and-drop tool for smart juicer.,0.2,0.16,0.84
Peloton,Hardware,B2C,Connected Fitness,Struggling,2012,Current connected fitness systems are archaic and require 6-month integrations.,An AI-powered dashboard that unifies connected fitness data.,0.35,0.1,0.87
Discord,Media,B2C,Voice & Text Chat,Success,2015,Disjointed data silos in voice & text chat reduce operational efficiency.,No-code drag-and-drop tool for voice & text chat.,0.91,0.61,0.43
Zoom,SaaS,B2B,Video Conferencing,Success,2011,Enterprise teams spend 30% of their time manually managing video conferencing.,An AI-powered dashboard that unifies video conferencing data.,0.91,0.76,0.27
Slack,SaaS,B2B,Workplace Messaging,Success,2013,Enterprise teams spend 30% of their time manually managing workplace messaging.,An AI-powered dashboard that unifies workplace messaging data.,0.74,0.86,0.26
Nubank,Fintech,B2C,Digital Banking,Success,2013,SMEs struggle with localized digital banking processing without extreme delays.,A one-click digital banking API infrastructure.,0.83,0.88,0.42
Brex,Fintech,B2B,Corporate Cards,Success,2017,Lack of access to corporate cards for the average Indian consumer.,A consumer-first mobile app democratizing corporate cards.,0.91,0.68,0.28
Ramp,Fintech,B2B,Spend Management,Success,2019,Lack of access to spend management for the average Indian consumer.,AI-driven underwriting to provide instant spend management.,0.93,0.72,0.39
Deel,SaaS,B2B,Global Payroll,Success,2019,Disjointed data silos in global payroll reduce operational efficiency.,An AI-powered dashboard that unifies global payroll data.,0.82,0.8,0.27
Rippling,SaaS,B2B,HR & IT Operations,Success,2016,Current hr & it operations systems are archaic and require 6-month integrations.,No-code drag-and-drop tool for hr & it operations.,0.76,0.78,0.42
Retool,SaaS,B2B,Internal App Builder,Success,2017,Current internal app builder systems are archaic and require 6-month integrations.,No-code drag-and-drop tool for internal app builder.,0.88,0.9,0.43
Vercel,SaaS,B2B,Frontend Cloud,Success,2015,Enterprise teams spend 30% of their time manually managing frontend cloud.,No-code drag-and-drop tool for frontend cloud.,0.92,0.78,0.26
HuggingFace,AI,B2B,Machine Learning Hub,Success,2016,Enterprise teams spend 30% of their time manually managing machine learning hub.,"A highly intuitive, cloud-native machine learning hub platform.",0.93,0.76,0.35
Scale AI,AI,B2B,Data Labeling,Success,2016,Enterprise teams spend 30% of their time manually managing data labeling.,No-code drag-and-drop tool for data labeling.,0.71,0.8,0.45
Cohere,AI,B2B,Enterprise LLMs,Success,2019,Enterprise teams spend 30% of their time manually managing enterprise llms.,"A highly intuitive, cloud-native enterprise llms platform.",0.81,0.69,0.22
Jasper,AI,B2B,AI Copywriting,Struggling,2021,Disjointed data silos in ai copywriting reduce operational efficiency.,No-code drag-and-drop tool for ai copywriting.,0.22,0.29,0.82
Hims & Hers,Healthtech,B2C,Telehealth & Pharmacy,Success,2017,Disjointed data silos in telehealth & pharmacy reduce operational efficiency.,"A highly intuitive, cloud-native telehealth & pharmacy platform.",0.74,0.87,0.2
Oscar Health,Healthtech,B2C,Digital Health Insurance,Success,2012,Disjointed data silos in digital health insurance reduce operational efficiency.,An AI-powered dashboard that unifies digital health insurance data.,0.94,0.78,0.27
Affirm,Fintech,B2C,BNPL,Success,2012,High friction and trust issues in traditional bnpl.,AI-driven underwriting to provide instant bnpl.,0.7,0.6,0.22
Plaid,Fintech,B2B,Financial Data API,Success,2013,Lack of access to financial data api for the average Indian consumer.,A one-click financial data api API infrastructure.,0.8,0.87,0.32
Glossier,D2C,B2C,Beauty Products,Success,2014,Current beauty products systems are archaic and require 6-month integrations.,An AI-powered dashboard that unifies beauty products data.,0.92,0.84,0.23
Warby Parker,D2C,B2C,Eyewear,Success,2010,Enterprise teams spend 30% of their time manually managing eyewear.,No-code drag-and-drop tool for eyewear.,0.9,0.61,0.28
Allbirds,D2C,B2C,Sustainable Shoes,Struggling,2014,Enterprise teams spend 30% of their time manually managing sustainable shoes.,An AI-powered dashboard that unifies sustainable shoes data.,0.23,0.43,0.8
Casper,D2C,B2C,Mattresses,Struggling,2014,Enterprise teams spend 30% of their time manually managing mattresses.,"A highly intuitive, cloud-native mattresses platform.",0.38,0.56,0.86
Blue Apron,Foodtech,B2C,Meal Kits,Struggling,2012,Hyperlocal delivery for meal kits takes too long and uses poor packaging.,Aggregated fleet offering 15-minute delivery for meal kits.,0.2,0.19,0.85
Magic Leap,Deeptech,B2B,Augmented Reality,Struggling,2010,Disjointed data silos in augmented reality reduce operational efficiency.,"A highly intuitive, cloud-native augmented reality platform.",0.07,0.31,0.88
Essential,Hardware,B2C,Smartphones,Failed,2015,Disjointed data silos in smartphones reduce operational efficiency.,An AI-powered dashboard that unifies smartphones data.,0.25,0.11,0.79
Zume,Foodtech,B2C,Robotic Pizza Delivery,Failed,2015,"Consumers lack healthy, fast {product_focus.lower()} options during work hours.",Aggregated fleet offering 15-minute delivery for robotic pizza delivery.,0.28,0.38,0.79
Nuro,Mobility,B2B,Autonomous Delivery,Active/Growing,2016,Disjointed data silos in autonomous delivery reduce operational efficiency.,"A highly intuitive, cloud-native autonomous delivery platform.",0.7,0.56,0.53
Anduril,Deeptech,B2B,Defense Technology,Success,2017,Enterprise teams spend 30% of their time manually managing defense technology.,No-code drag-and-drop tool for defense technology.,0.62,0.8300000000000001,0.39
Loom,SaaS,B2B,Video Messaging,Success,2015,Enterprise teams spend 30% of their time manually managing video messaging.,An AI-powered dashboard that unifies video messaging data.,0.92,0.79,0.32
Gusto,SaaS,B2B,Payroll and HR,Success,2011,Current payroll and hr systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native payroll and hr platform.",0.76,0.69,0.24
Patreon,Media,B2C,Creator Monetization,Success,2013,Disjointed data silos in creator monetization reduce operational efficiency.,An AI-powered dashboard that unifies creator monetization data.,0.79,0.77,0.32
Cameo,Media,B2C,Celebrity Shoutouts,Struggling,2017,Current celebrity shoutouts systems are archaic and require 6-month integrations.,An AI-powered dashboard that unifies celebrity shoutouts data.,0.45,0.33,0.93
Substack,Media,B2C,Newsletter Platform,Success,2017,Enterprise teams spend 30% of their time manually managing newsletter platform.,No-code drag-and-drop tool for newsletter platform.,0.85,0.71,0.22
OnlyFans,Media,B2C,Creator Content,Success,2016,Disjointed data silos in creator content reduce operational efficiency.,No-code drag-and-drop tool for creator content.,0.75,0.86,0.42
Clubhouse,Media,B2C,Social Audio,Failed,2020,Enterprise teams spend 30% of their time manually managing social audio.,"A highly intuitive, cloud-native social audio platform.",0.22,0.2,0.91
HopIn,SaaS,B2B,Virtual Events,Failed,2019,Enterprise teams spend 30% of their time manually managing virtual events.,An AI-powered dashboard that unifies virtual events data.,0.22,0.19,0.87
Miro,SaaS,B2B,Visual Workspace,Success,2011,Disjointed data silos in visual workspace reduce operational efficiency.,"A highly intuitive, cloud-native visual workspace platform.",0.79,0.67,0.23
Kraken,Fintech,B2C,Crypto Exchange,Success,2011,High friction and trust issues in traditional crypto exchange.,A consumer-first mobile app democratizing crypto exchange.,0.81,0.64,0.23
Chime,Fintech,B2C,Neobanking,Success,2013,Lack of access to neobanking for the average Indian consumer.,A one-click neobanking API infrastructure.,0.77,0.62,0.31
Pony.ai,Mobility,B2B,Autonomous Driving,Active/Growing,2016,Current autonomous driving systems are archaic and require 6-month integrations.,An AI-powered dashboard that unifies autonomous driving data.,0.75,0.78,0.33
Cruise,Mobility,B2C,Autonomous Robotaxis,Struggling,2013,Current autonomous robotaxis systems are archaic and require 6-month integrations.,"A highly intuitive, cloud-native autonomous robotaxis platform.",0.3,0.53,0.94
Figure AI,Deeptech,B2B,Humanoid Robots,Active/Growing,2022,Current humanoid robots systems are archaic and require 6-month integrations.,No-code drag-and-drop tool for humanoid robots.,0.45999999999999996,0.99,0.72
Character.AI,AI,B2C,AI Personas,Active/Growing,2021,Current ai personas systems are archaic and require 6-month integrations.,An AI-powered dashboard that unifies ai personas data.,0.61,0.73,0.46
Glean,AI,B2B,Enterprise Search,Success,2019,Enterprise teams spend 30% of their time manually managing enterprise search.,An AI-powered dashboard that unifies enterprise search data.,0.71,0.67,0.22
